# Simulation 15 (Up to date)
# 495 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23,1 m/s)
#
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Accelerazione verticale (m/s²),Velocita' totale (m/s),Accelerazione totale (m/s²),Posizione sopravento (m),Posizione parallela al vento (m),Distanza laterale (m),Direzione laterale (°),Velocita' laterale (m/s),Accelerazione laterale (m/s²),Latitudine (°),Longitudine (°),Gravitational acceleration (m/s²),Angolo d'attacco (°),Tasso di rollio (°/s),Tasso di beccheggio (°/s),Tasso di impennaggio (°/s),Massa (g),Propellant mass (g),Momento di inerzia longitudinale (kg·m²),Momento di inerzia rotazionale (kg·m²),posizione CP  (cm),posizione CG (cm),Calibri del margine di stabilita' (?),Numero di Mach (?),Numero di Reynolds (?),Spinta (N),Forza d'attrito (N),Coefficiente d'attrito (?),Coefficiente d'attrito assiale (?),Coefficiente d'attrito causato dalla pressione (?),Coefficiente d'attrito di base (?),coefficiente della forza normale (?),coefficiente del momento di beccheggio (?),coefficiente del momento di impennaggio (?),coefficiente della forza laterale (?),coefficiente del momento di rollio (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Accelerazione di Coriolis  (m/s²),Reference length (cm),Reference area (cm²),Orientazione verticale (zenith) (°),Orientazione laterale (azimuth) (°),Velocita' del vento (m/s),Temperatura dell'aria (°C),Pressione dell'aria (mbar),Velocita' del suono (m/s),Intervallo di tempo della simulazione (s),Tempo del calcolo (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.8342,207.2,161.29,-48.5,161.38,48.508,5.8885,-1.6229e-4,5.8885,-0.0015791,5.5763,0.91608,46.168,9.9594,9.8066,0.10377,-2.8889e-5,1.9373,0.011199,567.78,0.0039062,0.10792,7.283e-4,83.045,63.713,3.222,0.4756,13193924,0,21.968,0.28306,0.49715,0.064669,0.14941,0.012506,0.039924,-1.0347e-4,0,0,0,0,3.8118e-5,0.016311,6,28.274,87.227,0.020664,NaN,13.523,986.6,339.49,0.05,0.14692
1.8842,215.21,158.9,-47.169,158.99,47.214,6.1657,-8.9081e-5,6.1657,-8.2779e-4,5.5025,2.078,46.168,9.9594,9.8065,0.037644,-2.44e-5,-2.9064,0.0074829,567.78,0,0.10792,7.283e-4,83.13,63.713,3.2361,0.46859,1.299e7,0,21.244,0.28371,0.49573,0.063475,0.14855,0.0045147,0.015107,-3.5607e-4,0,0,0,0,-8.8396e-5,0.016069,6,28.274,87.363,0.0088253,NaN,13.471,985.66,339.46,0.05,0.14788
1.9342,223.1,156.57,-45.932,156.66,46.007,6.4379,-1.8261e-5,6.4379,-1.6252e-4,5.3795,2.6279,46.168,9.9594,9.8065,0.114,-2.4321e-5,-0.60598,0.012031,567.78,0,0.10792,7.283e-4,83.015,63.713,3.2169,0.46177,12791880,0,20.557,0.28436,0.49444,0.06234,0.14772,0.013743,0.043772,1.9367e-4,0,0,0,0,-3.9579e-6,0.015833,6,28.274,87.456,-0.016574,NaN,13.42,984.74,339.43,0.05,0.14904
1.9842,230.87,154.3,-44.798,154.39,44.845,6.7037,3.2655e-5,6.7037,2.791e-4,5.2592,2.0692,46.168,9.9594,9.8065,0.05598,-2.8916e-5,1.7237,0.0017384,567.78,0,0.10792,7.283e-4,83.088,63.713,3.2292,0.45511,12598669,0,19.899,0.28499,0.49318,0.061262,0.14693,0.0067192,0.02179,1.6125e-4,0,0,0,0,3.2971e-5,0.015604,6,28.274,87.422,-0.011488,NaN,13.369,983.83,339.4,0.05,0.15489
2.0342,238.53,152.09,-43.729,152.18,43.748,6.9645,7.229e-5,6.9645,5.9472e-4,5.1773,1.2742,46.168,9.9594,9.8065,0.039474,-2.99e-5,-1.8347,-0.0047779,567.78,0,0.10792,7.283e-4,83.104,63.713,3.2319,0.44862,12410530,0,19.273,0.28562,0.49202,0.060237,0.14616,0.0047314,0.014842,-3.9031e-4,0,0,0,0,-3.845e-5,0.01538,6,28.274,87.324,0.017486,NaN,13.32,982.93,339.37,0.05,0.15738
2.0842,246.08,149.93,-42.693,150.02,42.702,7.222,1.2307e-4,7.222,9.7638e-4,5.1255,0.88281,46.168,9.9594,9.8064,0.086912,-2.7304e-5,-0.20298,0.0010193,567.78,0,0.10792,7.283e-4,83.031,63.713,3.2196,0.44229,12227037,0,18.674,0.28623,0.49094,0.05926,0.14543,0.01045,0.033978,1.6594e-4,0,0,0,0,-4.8428e-7,0.015161,6,28.274,87.269,0.031094,NaN,13.271,982.04,339.34,0.05,0.15948
2.1342,253.52,147.82,-41.67,147.91,41.686,7.4771,1.9213e-4,7.4771,0.0014723,5.0767,1.1524,46.168,9.9594,9.8064,0.046339,-2.5593e-5,1.4797,-0.02403,567.78,0,0.10792,7.283e-4,83.081,63.713,3.228,0.43611,12048016,0,18.101,0.28684,0.4899,0.058329,0.14472,0.0055547,0.017453,4.4179e-4,0,0,0,0,2.6476e-5,0.014948,6,28.274,87.306,0.015407,NaN,13.222,981.17,339.31,0.05,0.16025
2.1842,260.86,145.76,-40.675,145.85,40.714,7.7292,2.6331e-4,7.7292,0.0019519,5.0037,1.7767,46.168,9.9594,9.8064,0.046634,-2.6006e-5,-1.4767,-0.01603,567.78,0,0.10792,7.283e-4,83.074,63.713,3.2268,0.43008,11873473,0,17.554,0.28744,0.48893,0.057441,0.14405,0.005589,0.017668,1.5382e-4,0,0,0,0,-2.7118e-5,0.01474,6,28.274,87.388,-0.017938,NaN,13.174,980.31,339.28,0.05,0.16133
2.2342,268.1,143.75,-39.737,143.83,39.794,7.977,3.1511e-4,7.977,0.0022633,4.9042,2.1284,46.168,9.9594,9.8064,0.10355,-3.1164e-5,0.26579,-0.004512,567.78,0,0.10792,7.283e-4,82.988,63.713,3.2125,0.42419,11703261,0,17.03,0.28803,0.48803,0.056593,0.14339,0.012458,0.040361,-4.1304e-4,0,0,0,0,9.0319e-7,0.014537,6,28.274,87.422,-0.026643,NaN,13.127,979.46,339.25,0.05,0.16231
2.2842,275.24,141.79,-38.87,141.87,38.905,8.2196,3.4484e-4,8.2196,0.0024037,4.8063,1.6472,46.168,9.9594,9.8063,0.04081,-3.1928e-5,2.0161,0.0072237,567.78,0,0.10792,7.283e-4,83.07,63.713,3.2262,0.41843,11536784,0,16.527,0.28861,0.48716,0.055781,0.14276,0.0048871,0.015566,2.9608e-4,0,0,0,0,5.3418e-5,0.014338,6,28.274,87.359,-0.0083389,NaN,13.081,978.62,339.23,0.05,0.16344
2.3342,282.28,139.86,-38.049,139.94,38.063,8.4582,3.6727e-4,8.4582,0.0024879,4.7412,1.0198,46.168,9.9594,9.8063,0.049961,-3.1639e-5,-1.8333,0.0027379,567.78,0,0.10792,7.283e-4,83.051,63.713,3.2231,0.41279,11374097,0,16.044,0.28919,0.48635,0.055004,0.14215,0.0059858,0.019008,1.9022e-4,0,0,0,0,-4.5395e-5,0.014143,6,28.274,87.256,0.024397,NaN,13.035,977.8,339.2,0.05,0.16446
2.3842,289.22,137.98,-37.236,138.06,37.249,8.6941,4.0475e-4,8.6941,0.0026674,4.6945,0.97792,46.168,9.9594,9.8063,0.056042,-2.8995e-5,-0.58166,-0.011231,567.78,0,0.10792,7.283e-4,83.037,63.713,3.2207,0.40729,11215363,0,15.582,0.28976,0.48559,0.054261,0.14156,0.006716,0.021441,3.9402e-4,0,0,0,0,-4.6946e-6,0.013953,6,28.274,87.195,0.04801,NaN,12.99,976.98,339.17,0.05,0.16591
2.4342,296.08,136.14,-36.44,136.22,36.46,8.9275,4.7107e-4,8.9275,0.0030233,4.639,1.2345,46.168,9.9594,9.8063,0.013429,-2.8641e-5,0.08718,-0.022393,567.78,0,0.10792,7.283e-4,83.092,63.713,3.2298,0.4019,1.106e7,0,15.137,0.29032,0.48487,0.053548,0.141,0.0016042,0.0047885,-4.6914e-4,0,0,0,0,1.0832e-7,0.013767,6,28.274,87.187,0.033021,NaN,12.946,976.18,339.14,0.05,0.16702
2.4842,302.84,134.34,-35.682,134.41,35.705,9.1578,5.5262e-4,9.1578,0.0034574,4.5742,1.2834,46.168,9.9594,9.8063,5.422e-4,-2.8205e-5,-0.046062,-0.09315,567.78,0,0.10792,7.283e-4,83.105,63.713,3.232,0.39661,10907876,0,14.709,0.29088,0.48419,0.052863,0.14045,6.4701e-5,6.8976e-4,3.222e-4,0,0,0,0,-3.1056e-8,0.013585,6,28.274,87.192,0.0034565,NaN,12.902,975.39,339.12,0.05,0.16807
2.5342,309.51,132.57,-34.955,132.65,34.978,9.385,6.2924e-4,9.385,0.0038416,4.5104,1.2885,46.168,9.9594,9.8062,0.0071064,-2.8221e-5,-0.056941,-0.0048107,567.78,0,0.10792,7.283e-4,83.091,63.713,3.2296,0.39143,10758805,0,14.297,0.29143,0.48356,0.052204,0.13992,8.4826e-4,0.0026081,-3.5282e-4,0,0,0,0,-4.873e-8,0.013406,6,28.274,87.196,-0.011333,NaN,12.858,974.6,339.09,0.05,0.16878
2.5842,316.09,130.84,-34.257,130.92,34.279,9.6089,6.9035e-4,9.6089,0.0041164,4.4468,1.2312,46.168,9.9594,9.8062,0.0034956,-2.8047e-5,0.063702,0.0041653,567.78,0,0.10792,7.283e-4,83.091,63.713,3.2296,0.38635,10612797,0,13.9,0.29198,0.48296,0.051571,0.1394,4.1708e-4,0.0014364,4.5911e-4,0,0,0,0,6.2614e-8,0.013231,6,28.274,87.196,-0.008831,NaN,12.815,973.83,339.07,0.05,0.16945
2.6342,322.59,129.14,-33.584,129.22,33.606,9.8297,7.4057e-4,9.8297,0.0043167,4.386,1.2275,46.168,9.9594,9.8062,0.0081679,-2.7914e-5,0.11307,-0.011072,567.78,0,0.10792,7.283e-4,83.08,63.713,3.2277,0.38137,1.047e7,0,13.518,0.29252,0.4824,0.050963,0.13891,9.7475e-4,0.0030487,1.9946e-4,0,0,0,0,2.0249e-7,0.013059,6,28.274,87.192,0.0057633,NaN,12.773,973.07,339.04,0.05,0.17028
2.6842,329.01,127.48,-32.935,127.55,32.957,10.047,7.8956e-4,10.047,0.0045025,4.3246,1.2199,46.168,9.9594,9.8062,0.011927,-2.8157e-5,0.31258,-0.032329,567.78,0,0.10792,7.283e-4,83.07,63.713,3.2261,0.37649,1.033e7,0,13.149,0.29306,0.48187,0.050378,0.13843,0.0014236,0.0045039,-3.9198e-4,0,0,0,0,1.588e-6,0.012891,6,28.274,87.181,0.021955,NaN,12.731,972.32,339.01,0.05,0.1711
2.7342,335.34,125.85,-32.305,125.92,32.332,10.262,8.469e-4,10.262,0.0047285,4.2622,1.3129,46.168,9.9594,9.8062,0.032829,-2.8194e-5,0.62449,-0.012787,567.78,0,0.10792,7.283e-4,83.036,63.713,3.2205,0.37172,10192981,0,12.795,0.29359,0.48137,0.049816,0.13796,0.0039236,0.012806,7.1104e-5,0,0,0,0,6.5034e-6,0.012726,6,28.274,87.159,0.027174,NaN,12.69,971.57,338.99,0.05,0.17183
2.7842,341.59,124.25,-31.708,124.32,31.729,10.474,9.1442e-4,10.474,0.0050023,4.1981,1.1767,46.168,9.9595,9.8061,0.011093,-2.8667e-5,1.0814,-0.0031088,567.78,0,0.10792,7.283e-4,83.062,63.713,3.2249,0.36703,10058549,0,12.452,0.29412,0.48091,0.049273,0.13751,0.0013235,0.0038749,-9.647e-5,0,0,0,0,2.0006e-5,0.012564,6,28.274,87.115,0.01693,NaN,12.65,970.84,338.96,0.05,0.17245
2.8342,347.77,122.68,-31.136,122.75,31.15,10.682,9.8503e-4,10.682,0.0052834,4.1456,0.93561,46.168,9.9595,9.8061,0.032188,-2.8356e-5,-0.89927,0.0068597,567.78,0,0.10792,7.283e-4,83.028,63.713,3.2192,0.36242,9926538,0,12.121,0.29465,0.48047,0.048749,0.13707,0.0038458,0.012565,2.0822e-4,0,0,0,0,-1.4191e-5,0.012406,6,28.274,87.063,0.0062988,NaN,12.61,970.12,338.94,0.05,0.17312
2.8842,353.86,121.14,-30.586,121.21,30.593,10.888,0.0010528,10.888,0.0055398,4.1054,0.64673,46.168,9.9595,9.8061,0.084884,-2.7638e-5,-0.043087,0.0065611,567.78,0,0.10792,7.283e-4,82.95,63.713,3.2062,0.35787,9796678,0,11.801,0.29517,0.48007,0.048243,0.13665,0.010179,0.032221,2.0851e-4,0,0,0,0,-3.3415e-8,0.01225,6,28.274,87.036,0.0076696,NaN,12.57,969.4,338.92,0.05,0.17388
2.9342,359.88,119.62,-30.034,119.69,30.044,11.093,0.0011186,11.093,0.0057776,4.0731,0.74617,46.168,9.9595,9.8061,0.059812,-2.9497e-5,1.1817,0.018319,567.78,0,0.10792,7.283e-4,82.982,63.713,3.2114,0.35342,9669395,0,11.491,0.29569,0.47968,0.047755,0.13624,0.0071586,0.022536,1.9738e-4,0,0,0,0,2.5776e-5,0.012096,6,28.274,87.067,0.016542,NaN,12.531,968.7,338.89,0.05,0.17463
2.9842,365.83,118.13,-29.491,118.2,29.51,11.295,0.0011869,11.295,0.0060206,4.0279,1.0578,46.168,9.9595,9.8061,0.012637,-2.9974e-5,-1.5238,0.086591,567.78,0,0.10792,7.283e-4,83.044,63.713,3.2219,0.34905,9544557,0,11.192,0.2962,0.47932,0.047284,0.13584,0.0015072,0.0044667,4.9809e-4,0,0,0,0,-4.3948e-5,0.011946,6,28.274,87.138,0.030458,NaN,12.492,968,338.87,0.05,0.17523
3.0342,371.7,116.67,-28.976,116.74,28.999,11.495,0.001265,11.495,0.0063049,3.9713,1.1367,46.168,9.9595,9.8061,0.039404,-3.0002e-5,-1.0643,0.02662,567.78,0,0.10792,7.283e-4,83.003,63.713,3.2149,0.34474,9421701,0,10.902,0.29671,0.47899,0.046828,0.13545,0.0047082,0.015353,8.1694e-5,0,0,0,0,-2.1981e-5,0.011798,6,28.274,87.205,0.042198,NaN,12.454,967.31,338.85,0.05,0.17585
3.0842,377.49,115.23,-28.474,115.3,28.506,11.693,0.0013565,11.693,0.0066469,3.9114,1.3348,46.168,9.9595,9.806,0.090261,-2.9556e-5,-0.28149,0.010223,567.78,0,0.10792,7.283e-4,82.928,63.713,3.2025,0.34052,9301493,0,10.623,0.29722,0.47869,0.046389,0.13507,0.010823,0.035126,-2.6685e-4,0,0,0,0,-1.5761e-6,0.011653,6,28.274,87.241,0.044072,NaN,12.416,966.63,338.82,0.05,0.1766
3.1342,383.22,113.82,-28.004,113.89,28.029,11.886,0.0014594,11.886,0.0070346,3.8456,1.1805,46.168,9.9595,9.806,0.062721,-2.9858e-5,0.91523,0.018776,567.78,0,0.10792,7.283e-4,82.963,63.713,3.2083,0.33637,9183222,0,10.352,0.29772,0.4784,0.045963,0.13471,0.0075049,0.024141,-8.4826e-5,0,0,0,0,1.7078e-5,0.01151,6,28.274,87.223,0.026395,NaN,12.379,965.96,338.8,0.05,0.17779
3.1842,388.88,112.43,-27.556,112.5,27.569,12.077,0.0015649,12.077,0.0074237,3.7949,0.87347,46.168,9.9595,9.806,0.0038403,-2.9422e-5,-1.2558,0.18307,567.78,0,0.10792,7.283e-4,83.043,63.713,3.2216,0.33229,9066960,0,10.089,0.29822,0.47813,0.045552,0.13435,4.5755e-4,0.0019612,-2.808e-4,0,0,0,0,-3.2951e-5,0.011369,6,28.274,87.165,0.0095962,NaN,12.342,965.3,338.78,0.05,0.17915
3.2342,394.46,111.07,-27.104,111.13,27.122,12.266,0.0016654,12.266,0.0077791,3.751,0.99707,46.168,9.9595,9.806,0.025607,-2.9203e-5,1.2306,0.028696,567.78,0,0.10792,7.283e-4,83.009,63.713,3.2159,0.3283,8953427,0,9.8368,0.29872,0.47789,0.045156,0.13401,0.0030553,0.010124,-4.4469e-4,0,0,0,0,3.242e-5,0.011231,6,28.274,87.104,0.0064728,NaN,12.306,964.64,338.76,0.05,0.18064
3.2842,399.98,109.72,-26.682,109.79,26.693,12.452,0.0017592,12.452,0.0080943,3.7035,0.74458,46.168,9.9595,9.806,0.03328,-2.8932e-5,-1.4182,0.021824,567.78,0,0.10792,7.283e-4,82.995,63.713,3.2136,0.32435,8841189,0,9.5906,0.29921,0.47766,0.044771,0.13368,0.0039727,0.012903,4.6055e-4,0,0,0,0,-4.4121e-5,0.011095,6,28.274,87.035,0.012925,NaN,12.27,963.99,338.73,0.05,0.18197
3.3342,405.44,108.4,-26.267,108.46,26.275,12.637,0.00185,12.637,0.008388,3.6715,0.65321,46.168,9.9595,9.8059,0.054703,-2.95e-5,-0.70782,0.0076333,567.78,0,0.10792,7.283e-4,82.961,63.713,3.2081,0.32046,8730923,0,9.3521,0.2997,0.47746,0.044398,0.13335,0.0065393,0.021122,1.9412e-4,0,0,0,0,-1.126e-5,0.010962,6,28.274,86.981,0.020839,NaN,12.235,963.35,338.71,0.05,0.18314
3.3842,410.82,107.1,-25.85,107.16,25.864,12.819,0.001942,12.819,0.0086798,3.6347,0.83796,46.168,9.9595,9.8059,0.006384,-3.0021e-5,-0.31062,-0.016024,567.78,0,0.10792,7.283e-4,83.027,63.713,3.2189,0.31665,8622786,0,9.1213,0.30019,0.47727,0.044038,0.13303,7.6046e-4,0.0023491,4.9021e-4,0,0,0,0,-2.2212e-6,0.01083,6,28.274,86.958,0.02936,NaN,12.2,962.72,338.69,0.05,0.18412
3.4342,416.15,105.81,-25.455,105.88,25.468,13,0.0020389,13,0.0089859,3.5916,0.81168,46.168,9.9595,9.8059,0.0090001,-3.0117e-5,-0.33242,-0.028166,567.78,0,0.10792,7.283e-4,83.02,63.713,3.2178,0.31288,8515963,0,8.8965,0.30068,0.4771,0.043688,0.13273,0.0010722,0.0039413,1.2715e-4,0,0,0,0,-2.6058e-6,0.0107,6,28.274,86.941,0.032787,NaN,12.165,962.1,338.67,0.05,0.18522
3.4842,421.41,104.55,-25.069,104.61,25.083,13.179,0.0021412,13.179,0.009309,3.5517,0.83046,46.168,9.9595,9.8059,3.1713e-4,-3.0114e-5,0,0,567.78,0,0.10792,7.283e-4,83.029,63.713,3.2194,0.30917,8410896,0,8.6784,0.30117,0.47694,0.043348,0.13243,3.7754e-5,-2.4512e-6,-2.9725e-4,0,0,0,0,0,0.010572,6,28.274,86.928,0.025772,NaN,12.131,961.48,338.65,0.05,0.18598
3.5342,426.6,103.31,-24.686,103.37,24.708,13.355,0.0022459,13.355,0.0096351,3.5059,1.0327,46.168,9.9595,9.8059,0.058687,-2.9893e-5,0.48765,0.0097607,567.78,0,0.10792,7.283e-4,82.944,63.713,3.2052,0.30553,8307903,0,8.4676,0.30165,0.47681,0.04302,0.13214,0.007015,0.022649,2.6109e-4,0,0,0,0,5.8822e-6,0.010447,6,28.274,86.913,0.016118,NaN,12.097,960.87,338.63,0.05,0.18654
3.5842,431.74,102.08,-24.328,102.14,24.347,13.529,0.0023486,13.529,0.0099461,3.4541,0.94603,46.168,9.9595,9.8059,0.038879,-3.0138e-5,1.1528,0.0074581,567.78,0,0.10792,7.283e-4,82.97,63.713,3.2094,0.30194,8206123,0,8.262,0.30213,0.47669,0.0427,0.13185,0.0046403,0.015354,1.6507e-4,0,0,0,0,3.3667e-5,0.010323,6,28.274,86.871,0.014967,NaN,12.064,960.27,338.61,0.05,0.18755
3.6342,436.81,100.87,-23.984,100.93,23.997,13.701,0.0024489,13.701,0.010241,3.4113,0.79744,46.168,9.9595,9.8058,0.0010014,-3.0345e-5,-1.2995,0.19868,567.78,0,0.10792,7.283e-4,83.02,63.713,3.2179,0.29839,8105871,0,8.0621,0.30262,0.47658,0.042389,0.13157,1.1919e-4,7.8676e-4,-1.4148e-4,0,0,0,0,-4.3804e-5,0.0102,6,28.274,86.808,0.017645,NaN,12.031,959.67,338.59,0.05,0.18872
3.6842,441.82,99.683,-23.648,99.74,23.658,13.87,0.0025485,13.87,0.010527,3.3744,0.6738,46.168,9.9595,9.8058,0.035542,-3.0227e-5,-1.1367,0.0037024,567.78,0,0.10792,7.283e-4,82.969,63.713,3.2093,0.29489,8007139,0,7.8679,0.3031,0.47649,0.042088,0.1313,0.0042404,0.01328,4.1938e-4,0,0,0,0,-3.4324e-5,0.01008,6,28.274,86.745,0.023687,NaN,11.998,959.09,338.57,0.05,0.18974
3.7342,446.78,98.509,-23.326,98.566,23.331,14.038,0.0026497,14.038,0.010814,3.3451,0.47476,46.168,9.9595,9.8058,0.092358,-3.0664e-5,-0.54064,-0.0021325,567.78,0,0.10792,7.283e-4,82.887,63.713,3.1957,0.29143,7909522,0,7.6786,0.30358,0.47642,0.041794,0.13104,0.011063,0.034869,2.6987e-5,0,0,0,0,-7.9505e-6,0.0099614,6,28.274,86.701,0.027677,NaN,11.966,958.5,338.55,0.05,0.1907
3.7842,451.68,97.351,-22.997,97.408,23.004,14.205,0.0027538,14.205,0.011107,3.3216,0.54362,46.168,9.9595,9.8058,0.068534,-3.1347e-5,0.35705,5.267e-5,567.78,0,0.10792,7.283e-4,82.918,63.713,3.2008,0.28803,7813622,0,7.4947,0.30405,0.47635,0.041509,0.13078,0.0081947,0.026215,-2.2606e-4,0,0,0,0,3.5505e-6,0.0098444,6,28.274,86.697,0.026031,NaN,11.934,957.93,338.53,0.05,0.19166
3.8342,456.51,96.209,-22.665,96.265,22.682,14.37,0.00286,14.37,0.011403,3.2873,0.8546,46.168,9.9595,9.8058,0.033688,-3.0968e-5,-0.56643,0.0082301,567.78,0,0.10792,7.283e-4,82.964,63.713,3.2086,0.28469,7719528,0,7.3167,0.30453,0.4763,0.041233,0.13054,0.0040178,0.012802,4.3112e-4,0,0,0,0,-9.1475e-6,0.009729,6,28.274,86.724,0.022146,NaN,11.903,957.36,338.51,0.05,0.19226
3.8842,461.3,95.084,-22.361,95.139,22.375,14.534,0.0029665,14.534,0.011695,3.2432,0.78386,46.168,9.9595,9.8058,0.018854,-3.0968e-5,-0.14452,0.0056015,567.78,0,0.10792,7.283e-4,82.983,63.713,3.2117,0.28136,7625999,0,7.1421,0.30501,0.47626,0.040963,0.13029,0.002246,0.007616,8.1991e-5,0,0,0,0,-6.0966e-7,0.0096151,6,28.274,86.741,0.016146,NaN,11.872,956.8,338.49,0.05,0.19288
3.9342,466.02,93.973,-22.068,94.028,22.078,14.695,0.0030705,14.695,0.011972,3.2082,0.66216,46.168,9.9595,9.8058,0.014313,-3.0858e-5,0.18309,-0.010227,567.78,0,0.10792,7.283e-4,82.987,63.713,3.2124,0.27808,7533701,0,6.972,0.30548,0.47624,0.0407,0.13005,0.0017044,0.0059053,-2.3652e-4,0,0,0,0,1.0019e-6,0.0095028,6,28.274,86.748,0.012003,NaN,11.841,956.25,338.47,0.05,0.1939
3.9842,470.69,92.877,-21.776,92.931,21.787,14.854,0.0031707,14.854,0.01223,3.1751,0.68027,46.168,9.9595,9.8057,0.0022682,-3.0833e-5,0.27567,-0.067935,567.78,0,0.10792,7.283e-4,83.002,63.713,3.2148,0.27485,7442982,0,6.8069,0.30596,0.47622,0.040445,0.12982,2.6986e-4,5.6484e-4,-4.9083e-4,0,0,0,0,2.3252e-6,0.009392,6,28.274,86.761,0.01167,NaN,11.81,955.7,338.46,0.05,0.19489
4.0342,475.31,91.795,-21.492,91.849,21.503,15.012,0.0032674,15.012,0.012471,3.1405,0.69516,46.168,9.9595,9.8057,0.0092994,-3.0817e-5,-0.23651,-0.012165,567.78,0,0.10792,7.283e-4,82.99,63.713,3.2128,0.27167,7353508,0,6.6462,0.30643,0.47622,0.040196,0.12959,0.0011069,0.0036277,4.3832e-4,0,0,0,0,-1.7521e-6,0.0092827,6,28.274,86.774,0.014238,NaN,11.78,955.16,338.44,0.05,0.19619
4.0842,479.87,90.728,-21.212,90.781,21.226,15.168,0.0033618,15.168,0.012699,3.1045,0.76629,46.168,9.9595,9.8057,0.040428,-3.0805e-5,-0.065249,-0.0058887,567.78,0,0.10792,7.283e-4,82.944,63.713,3.2052,0.26853,7265431,0,6.49,0.3069,0.47624,0.039955,0.12937,0.0048224,0.015906,-2.1172e-4,0,0,0,0,-1.3651e-7,0.0091747,6,28.274,86.782,0.01862,NaN,11.751,954.62,338.42,0.05,0.20143
4.1342,484.38,89.674,-20.946,89.726,20.958,15.323,0.0034554,15.323,0.012921,3.0664,0.71117,46.168,9.9595,9.8057,0.026701,-3.0555e-5,0.27962,-0.0029238,567.78,0,0.10792,7.283e-4,82.961,63.713,3.2081,0.26542,7178510,0,6.3376,0.30738,0.47626,0.03972,0.12916,0.0031817,0.009763,2.976e-5,0,0,0,0,2.5662e-6,0.0090681,6,28.274,86.777,0.022457,NaN,11.722,954.12,338.4,0.05,0.20284
4.1842,488.84,88.633,-20.694,88.685,20.701,15.475,0.0035495,15.475,0.013142,3.0352,0.51985,46.168,9.9595,9.8057,0.038519,-3.061e-5,-0.25828,1.0978e-4,567.78,0,0.10792,7.283e-4,82.943,63.713,3.2049,0.26234,7092423,0,6.1885,0.30785,0.47629,0.03949,0.12895,0.0045935,0.014911,4.6456e-4,0,0,0,0,-2.2414e-6,0.0089629,6,28.274,86.761,0.023065,NaN,11.693,953.62,338.38,0.05,0.20409
4.2342,493.25,87.604,-20.446,87.656,20.449,15.626,0.0036442,15.626,0.013362,3.0132,0.38486,46.168,9.9595,9.8057,0.08454,-3.0808e-5,0.2606,-0.0051858,567.78,0,0.10792,7.283e-4,82.876,63.713,3.1939,0.2593,7007463,0,6.0434,0.30832,0.47634,0.039266,0.12874,0.010114,0.032098,-5.2745e-5,0,0,0,0,2.3359e-6,0.008859,6,28.274,86.76,0.019728,NaN,11.664,953.13,338.37,0.05,0.20543
4.2842,497.6,86.589,-20.187,86.64,20.195,15.776,0.0037385,15.776,0.013577,2.9912,0.57314,46.168,9.9595,9.8057,0.0070684,-3.0886e-5,0.72851,-0.0299,567.78,0,0.10792,7.283e-4,82.983,63.713,3.2117,0.25632,6924238,0,5.9027,0.30879,0.47638,0.03905,0.12854,8.4092e-4,0.0022822,-3.7363e-4,0,0,0,0,1.8684e-5,0.0087563,6,28.274,86.787,0.017065,NaN,11.636,952.64,338.35,0.05,0.20651
4.3342,501.91,85.586,-19.936,85.637,19.95,15.925,0.0038315,15.925,0.013785,2.9573,0.73836,46.168,9.9595,9.8056,0.065346,-3.1093e-5,-0.44934,-0.0050287,567.78,0,0.10792,7.283e-4,82.899,63.713,3.1977,0.25337,6842056,0,5.7657,0.30926,0.47645,0.038838,0.12835,0.0078062,0.025415,-1.507e-4,0,0,0,0,-7.2753e-6,0.0086549,6,28.274,86.818,0.019306,NaN,11.608,952.16,338.33,0.05,0.20762
4.3842,506.16,84.595,-19.701,84.645,19.714,16.072,0.0039239,16.072,0.013988,2.9204,0.70069,46.168,9.9595,9.8056,0.057762,-3.1146e-5,0.055777,-0.0092991,567.78,0,0.10792,7.283e-4,82.908,63.713,3.1992,0.25044,6760530,0,5.6314,0.30973,0.47653,0.038632,0.12815,0.0068961,0.022231,-3.7392e-4,0,0,0,0,1.1475e-7,0.0085547,6,28.274,86.828,0.025319,NaN,11.58,951.69,338.32,0.05,0.20898
4.4342,510.37,83.615,-19.476,83.665,19.485,16.217,0.0040173,16.217,0.014193,2.8882,0.58726,46.168,9.9595,9.8056,0.016965,-3.1321e-5,0.32295,-0.012611,567.78,0,0.10792,7.283e-4,82.964,63.713,3.2085,0.24755,6679913,0,5.5001,0.31021,0.4766,0.03843,0.12797,0.0020194,0.0067033,2.9546e-4,0,0,0,0,3.9375e-6,0.0084557,6,28.274,86.817,0.031403,NaN,11.553,951.22,338.3,0.05,0.21012
